"text","rating","bahasa"
"Disgusting. For sociopaths.",5,"english"
"Hmmmmm hmmmbmbmbmbmbmmmbbbmmmm  *wags tongue* bleeeeehhhhh *closes one eye* bleeeeeeehhhhhhhhhh *dies*       The movie was ok, it started to get better around halfway through.",6,"english"
"i’ve seen this movie like ten times and the last run of fights still literally makes my jaw drop. the payoffs are like no other action movie i’ve seen, absolute masters of the craft absolutely fucking wailing on each other. feeling the catharsis of the characters through the brutality of their strikes, so few movies really pull that off.   baseball bat man and hammer girl are so fuckin over the top and they are a blast to watch. can’t believe…",10,"english"
"The Raid 2 is a full-ass hour longer than The Raid 1 but that is because they needed more room to fit in all the ass-kickings",10,"english"
"Somehow better than the first. A masterclass at editing, choreography, direction. In the hands of anyone else this would not feel as cinematic as it is. David Ehrlich needs to touch grass.",10,"english"
"“No.. I’m done” and that nine-inch-nails song is so fucking perfect",10,"english"
"As a fast-paced, gang-infiltration movie with top-notch action sequences and gritty realism, The Raid 2 is above reproach. But so are a lot of fast-paced, gang-infiltration movies. I can think of so many movies from across the world whose screenplay involves a cop going undercover to incorporate himself into a ruthless gang, only to get swept up in a world full of violent murders, drug production, and maybe a side of betrayal.  And that's the two-fold problem with The Raid…",7,"english"
"Hello kind reader. Do you mind if I ask you a few questions? Do you like blood? Deep red, arterial blood spurting, leaking, spraying across the screen. What about hand to hand fighting? Fights so fast yet so brutal, your jaw is in a constant cycle of dropping to the ground to setting into a deep grimace. How do you feel about knives, hammers, bars, shards of glass? Does the tension of such dangerous close range weapons make you feel…",9,"english"
"Nicely shot, so many beautiful shots and great choreography. But I guess I'm just not that into action movies. They're not exactly my thing. On one hand I liked the movie, especially thanks to its technical qualities, but then on the other hand, the story wasn't able to grab my attention. I wanted to like it more but I just don't.  watched at Letní filmová škola 2020",7,"english"
"In the first film, Evans deliberately canceled the entire history of its characters, serving only what was required for the present to exist. The mystery around Rama's abilities induced intrigue. In the second film, Evans gets concerned with creating an entire story of gangs, gang wars, and assassins to elevate the potential of what he can serve in action. While the attempt to write a meaty, indigenous story is something to cheer for, Evans starts juggling between his priorities and…",5,"english"
"Might be the edibles but this is the best action movie of all-time ya dig",0,"english"
"This may be a controversial opinion but I think that this was better than The Raid. Pure cinematic joy with some of the best action scenes I've ever seen. Mr. Evans can direct the shit out of anything.",9,"english"
